offer_id,hotel_id,partner_name,room_type,price_per_night,total_price,trivago_displayed_price,cost_per_click_bid,commission_rate,cancellation_policy,breakfast_included,instant_booking,special_offers,nights,price_fluctuation_mean,price_fluctuation_variance,price_history_24h,variance_factor,last_updated
O002281,H02281,Orbitz,Executive,178.79,536.37,183.89,0.83,0.117,Free,True,True,"Kids stay free, Free breakfast",3,176.89,17.29,"[174.75, 174.21, 180.34, 181.47, 185.42, 183.02, 182.02, 180.58, 176.24, 174.33, 173.2, 173.01, 171.69, 170.78, 174.66, 175.76, 171.46, 172.47, 174.24, 174.28, 181.55, 180.32, 178.98, 180.49]",0.0172,2025-07-19T00:10:01.768612
O002282,H02282,Hotels.com,Suite,246.96,246.96,241.34,2.2,0.159,Free,True,True,Free breakfast,1,249.84,19.46,"[249.14, 247.92, 248.6, 246.76, 245.11, 245.98, 245.62, 245.41, 248.12, 247.59, 247.5, 246.97, 245.79, 244.61, 248.29, 249.96, 251.28, 251.18, 254.43, 256.23, 254.37, 257.29, 259.65, 258.29]",0.0081,2025-07-19T00:10:01.768612
O002283,H02283,HotelDirect,Twin,316.8,316.8,313.17,2.55,0.127,Free,False,True,Free cancellation,1,327.03,42.38,"[323.24, 320.58, 318.55, 318.73, 325.43, 327.07, 331.9, 333.92, 333.63, 335.11, 334.87, 335.56, 335.95, 333.85, 328.44, 322.87, 319.95, 317.25, 315.31, 321.52, 325.04, 331.72, 331.36, 326.8]",0.0121,2025-07-19T00:10:01.768612
O002284,H02284,Expedia,Deluxe,61.2,183.6,61.24,2.5,0.14,Free,True,False,,3,61.85,0.88,"[62.77, 63.72, 61.42, 62.11, 62.63, 62.43, 63.46, 62.79, 61.66, 61.97, 60.97, 60.99, 62.09, 61.89, 60.48, 60.78, 60.64, 60.6, 61.2, 63.0, 62.87, 61.65, 61.65, 60.56]",0.0191,2025-07-19T00:10:01.768612
O002285,H02285,Agoda,Deluxe,205.2,410.4,200.43,0.54,0.104,Partial,False,False,"Free cancellation, Late checkout",2,216.13,23.43,"[210.5, 216.75, 213.27, 216.19, 224.24, 226.58, 224.66, 226.46, 217.29, 218.15, 215.35, 213.5, 214.59, 214.78, 217.32, 215.36, 215.92, 210.7, 209.61, 213.9, 210.92, 214.06, 209.89, 217.12]",0.0187,2025-07-19T00:10:01.768612
O002286,H02286,Priceline,Single,215.28,215.28,223.26,2.14,0.152,Free,True,True,"Spa discount, Kids stay free",1,217.81,10.03,"[216.7, 218.44, 215.55, 215.88, 217.67, 212.59, 213.68, 214.19, 215.1, 221.04, 215.98, 217.72, 216.12, 214.64, 213.49, 218.12, 223.46, 223.72, 220.95, 218.44, 222.0, 221.61, 220.17, 220.13]",0.0187,2025-07-19T00:10:01.768612
O002287,H02287,Otel.com,Single,160.49,160.49,156.4,1.62,0.104,Free,False,True,Free cancellation,1,158.45,9.03,"[160.63, 158.7, 158.86, 161.01, 161.12, 161.15, 160.47, 161.51, 159.52, 160.32, 158.15, 158.48, 160.04, 159.94, 158.15, 153.04, 151.97, 151.27, 153.28, 157.01, 160.38, 161.63, 159.07, 157.03]",0.015,2025-07-19T00:10:01.768612
O002288,H02288,Getaroom,Family,349.46,1747.3,348.79,1.46,0.158,Free,False,False,"Free cancellation, Spa discount",5,356.0,170.87,"[343.79, 341.35, 348.89, 348.07, 345.39, 351.18, 357.5, 352.58, 354.74, 354.06, 345.19, 343.56, 343.62, 340.87, 348.14, 346.22, 357.99, 365.38, 366.73, 373.38, 376.29, 375.58, 385.25, 378.32]",0.0166,2025-07-19T00:10:01.768612
O002289,H02289,Hotwire,Twin,72.44,289.76,72.44,2.59,0.167,Free,False,False,,4,74.81,2.2,"[73.22, 73.34, 73.4, 73.98, 74.32, 75.45, 73.92, 74.14, 75.82, 75.5, 75.13, 75.15, 74.84, 73.66, 72.96, 73.46, 72.68, 74.53, 74.83, 75.5, 76.22, 76.97, 77.81, 78.63]",0.0107,2025-07-19T00:10:01.768612
O002290,H02290,Venere,Suite,339.69,1358.76,346.39,2.55,0.091,Free,False,True,Pay at hotel,4,349.3,26.21,"[337.07, 338.5, 345.95, 346.2, 347.74, 350.26, 350.96, 351.46, 353.44, 350.78, 350.7, 349.76, 347.81, 351.4, 347.56, 344.42, 345.86, 347.03, 347.69, 352.57, 355.58, 360.72, 357.55, 352.11]",0.01,2025-07-19T00:10:01.768612
O002291,H02291,HRS,Deluxe,112.06,448.24,115.11,0.67,0.159,Non-refundable,False,False,Airport shuttle,4,111.75,21.92,"[113.65, 111.27, 116.7, 117.88, 115.12, 116.62, 116.15, 114.59, 115.91, 118.46, 114.8, 116.71, 113.57, 108.26, 111.16, 111.16, 106.19, 108.84, 109.41, 108.13, 106.59, 105.14, 103.0, 102.8]",0.0245,2025-07-19T00:10:01.768612
O002292,H02292,Kayak,Suite,406.45,2438.7,406.06,2.56,0.187,Non-refundable,True,False,,6,412.36,148.01,"[417.52, 412.19, 416.74, 417.09, 408.71, 412.19, 415.23, 417.16, 420.52, 431.25, 424.44, 433.71, 429.32, 421.44, 421.48, 413.8, 409.63, 397.2, 392.52, 393.75, 390.07, 394.78, 403.45, 402.54]",0.0196,2025-07-19T00:10:01.768612
O002293,H02293,Booking.com,Double,126.0,252.0,125.36,1.79,0.171,Non-refundable,True,False,Spa discount,2,124.83,0.57,"[125.51, 125.14, 125.22, 125.38, 124.84, 125.01, 124.81, 125.23, 125.42, 125.58, 125.6, 125.54, 126.04, 125.96, 124.75, 124.06, 124.09, 124.31, 123.8, 124.16, 124.08, 124.55, 123.24, 123.57]",0.0051,2025-07-19T00:10:01.768612
O002294,H02294,Priceline,Double,78.94,78.94,75.08,1.6,0.123,Free,True,False,Free cancellation,1,77.41,0.44,"[78.63, 77.3, 76.84, 76.7, 77.54, 77.11, 77.23, 76.79, 76.41, 76.87, 77.48, 77.56, 76.65, 77.26, 77.12, 77.19, 77.75, 77.81, 77.4, 77.46, 76.96, 78.21, 78.28, 79.34]",0.0067,2025-07-19T00:10:01.768612
O002295,H02295,Kayak,Double,93.41,93.41,92.38,1.11,0.107,Free,True,False,Free parking,1,90.57,20.98,"[95.04, 94.9, 95.44, 96.49, 97.41, 97.28, 96.24, 95.14, 91.88, 92.59, 89.56, 90.21, 90.04, 89.88, 89.0, 88.04, 87.41, 88.66, 86.24, 86.46, 87.54, 84.28, 82.84, 81.25]",0.0187,2025-07-19T00:10:01.768612
O002296,H02296,Travelocity,Deluxe,171.08,171.08,168.01,2.36,0.175,Free,False,True,Pay at hotel,1,171.64,5.11,"[169.61, 170.71, 172.69, 173.04, 173.07, 171.32, 169.91, 167.26, 165.19, 170.09, 170.25, 171.68, 172.64, 175.7, 173.27, 172.44, 172.77, 171.74, 171.03, 171.18, 171.32, 173.98, 173.1, 175.36]",0.0103,2025-07-19T00:10:01.768612
O002297,H02297,Agoda,Double,74.1,148.2,74.5,2.27,0.156,Free,False,False,Pay at hotel,2,76.74,1.01,"[75.23, 75.36, 74.88, 75.83, 76.51, 75.94, 76.13, 77.18, 77.28, 76.27, 75.29, 75.3, 76.79, 77.13, 76.87, 77.73, 77.77, 77.59, 77.86, 77.67, 77.53, 77.97, 78.26, 77.35]",0.0119,2025-07-19T00:10:01.768612
O002298,H02298,Lastminute.com,Suite,472.43,472.43,469.54,2.78,0.16,Non-refundable,True,False,"Free breakfast, Pay at hotel",1,470.52,19.61,"[470.72, 468.94, 467.91, 466.85, 465.16, 465.69, 463.94, 463.29, 465.48, 466.29, 467.46, 472.81, 472.26, 473.15, 473.45, 477.08, 472.58, 469.62, 471.87, 475.6, 476.62, 479.96, 475.19, 470.54]",0.0073,2025-07-19T00:10:01.768612
O002299,H02299,Kayak,Deluxe,189.42,189.42,186.25,2.24,0.193,Free,False,True,Mobile exclusive,1,197.77,24.91,"[189.06, 192.37, 192.7, 191.84, 197.92, 198.77, 197.59, 195.23, 196.66, 196.45, 198.58, 205.8, 207.16, 199.0, 194.09, 193.63, 199.75, 191.96, 195.8, 202.24, 205.5, 205.61, 204.26, 194.47]",0.0217,2025-07-19T00:10:01.768612
O002300,H02300,Getaroom,Double,57.39,172.17,57.61,1.12,0.173,Non-refundable,False,True,,3,56.29,2.42,"[57.57, 55.87, 56.18, 54.31, 55.3, 56.17, 55.39, 54.32, 53.49, 53.6, 56.02, 56.0, 58.87, 58.74, 58.94, 59.13, 57.71, 55.93, 56.96, 56.4, 56.61, 55.84, 56.21, 55.46]",0.0234,2025-07-19T00:10:01.768612
O002301,H02301,HotelDirect,Twin,123.55,247.1,119.59,0.58,0.092,Free,False,True,Pay at hotel,2,120.85,1.21,"[122.52, 122.81, 122.59, 121.92, 121.99, 120.95, 119.64, 119.26, 119.66, 119.43, 119.53, 120.61, 120.97, 120.97, 122.17, 121.59, 121.06, 121.35, 120.34, 120.34, 119.05, 120.43, 119.89, 121.34]",0.0086,2025-07-19T00:10:01.768612
O002302,H02302,Venere,Suite,328.63,1643.15,315.41,0.84,0.093,Free,True,False,"Free parking, Free cancellation",5,324.24,144.74,"[333.38, 339.93, 342.68, 330.72, 323.48, 319.0, 329.52, 324.0, 318.5, 317.97, 317.54, 311.13, 308.16, 314.48, 329.49, 333.24, 332.6, 337.47, 344.0, 331.94, 325.7, 315.71, 306.34, 294.84]",0.0219,2025-07-19T00:10:01.768612
O002303,H02303,Hotwire,Suite,247.26,494.52,247.83,2.44,0.118,Partial,True,False,Mobile exclusive,2,248.88,3.0,"[248.02, 246.76, 246.75, 247.33, 247.29, 247.16, 247.91, 247.43, 246.92, 247.11, 246.44, 248.59, 250.61, 251.45, 249.69, 250.33, 251.25, 249.47, 249.17, 249.89, 250.32, 249.91, 251.1, 252.17]",0.0052,2025-07-19T00:10:01.768612
O002304,H02304,Orbitz,Twin,137.56,137.56,138.51,1.71,0.09,Partial,True,True,"Pay at hotel, Free parking",1,136.1,1.41,"[136.34, 136.44, 137.4, 137.39, 137.7, 137.4, 137.19, 136.73, 135.83, 136.34, 136.04, 135.86, 135.15, 135.3, 135.4, 134.42, 133.81, 134.82, 135.58, 135.01, 135.85, 135.01, 136.24, 139.23]",0.0065,2025-07-19T00:10:01.768612
O002305,H02305,Venere,Deluxe,213.08,426.16,212.31,1.49,0.137,Free,True,False,,2,212.32,16.08,"[209.67, 212.39, 208.08, 211.08, 216.73, 216.34, 217.79, 220.87, 216.38, 211.81, 207.41, 210.23, 217.16, 214.25, 213.76, 213.18, 208.75, 202.01, 208.58, 211.24, 209.46, 211.72, 212.92, 213.88]",0.0199,2025-07-19T00:10:01.768612
O002306,H02306,Booking.com,Twin,99.0,99.0,100.26,1.17,0.089,Free,True,False,Free breakfast,1,98.4,0.96,"[98.9, 98.12, 99.19, 99.31, 96.9, 98.14, 98.98, 98.51, 97.75, 98.23, 97.31, 97.48, 96.75, 97.74, 97.52, 97.61, 97.44, 98.33, 98.82, 99.31, 99.61, 99.04, 100.28, 100.44]",0.0083,2025-07-19T00:10:01.768612
O002307,H02307,Getaroom,Family,234.76,234.76,234.62,0.66,0.151,Free,True,False,,1,238.01,11.24,"[236.67, 234.49, 235.68, 233.3, 235.9, 239.17, 239.87, 238.8, 242.02, 245.8, 243.27, 240.01, 235.38, 233.82, 232.64, 235.55, 236.14, 241.06, 237.96, 233.98, 239.56, 239.44, 240.44, 241.29]",0.014,2025-07-19T00:10:01.768612
O002308,H02308,Kayak,Twin,122.9,122.9,121.27,1.97,0.179,Free,True,False,,1,121.47,3.02,"[123.79, 124.46, 124.13, 123.4, 123.25, 122.66, 122.38, 123.19, 122.4, 122.3, 123.34, 121.37, 120.79, 120.7, 120.18, 119.54, 119.08, 119.84, 118.99, 120.21, 120.35, 119.57, 119.25, 120.24]",0.0078,2025-07-19T00:10:01.768612
O002309,H02309,HRS,Double,165.3,165.3,163.93,0.59,0.188,Free,False,True,Pay at hotel,1,167.49,4.4,"[166.46, 169.62, 169.53, 166.66, 166.03, 167.23, 167.11, 165.82, 168.37, 168.45, 166.43, 166.23, 169.08, 170.47, 172.35, 170.49, 170.51, 167.66, 165.05, 165.52, 165.2, 164.71, 165.68, 164.98]",0.0085,2025-07-19T00:10:01.768612
O002310,H02310,Kayak,Executive,93.54,187.08,91.06,2.12,0.183,Free,False,False,Late checkout,2,90.96,4.97,"[93.73, 89.46, 89.93, 90.43, 90.58, 90.29, 91.76, 93.42, 95.46, 93.78, 91.78, 92.98, 94.13, 90.07, 90.09, 89.56, 90.02, 87.5, 89.52, 92.69, 92.82, 88.48, 87.76, 86.92]",0.0166,2025-07-19T00:10:01.768612
O002311,H02311,HRS,Double,183.23,1282.61,181.93,0.76,0.083,Non-refundable,False,False,"Airport shuttle, Kids stay free",7,192.97,81.11,"[184.33, 180.57, 182.83, 186.03, 180.99, 181.43, 186.9, 180.9, 182.37, 188.17, 195.9, 192.47, 191.62, 192.27, 200.97, 202.44, 201.4, 203.61, 203.15, 197.86, 199.76, 205.92, 206.39, 203.07]",0.025,2025-07-19T00:10:01.768612
O002312,H02312,Orbitz,Suite,229.09,916.36,230.55,1.86,0.123,Free,True,True,Free cancellation,4,228.84,16.18,"[229.17, 236.84, 230.81, 230.76, 223.24, 229.26, 230.37, 227.45, 226.13, 226.71, 229.65, 225.3, 221.8, 227.6, 220.58, 226.64, 229.36, 228.32, 229.08, 238.02, 234.0, 228.66, 229.21, 233.31]",0.0225,2025-07-19T00:10:01.768612
O002313,H02313,Hotels.com,Family,137.59,825.54,134.37,2.79,0.156,Non-refundable,False,False,"Free breakfast, Free parking",6,133.87,20.38,"[141.34, 140.27, 141.77, 144.48, 140.6, 133.82, 135.67, 133.98, 131.6, 131.1, 131.01, 131.47, 129.8, 127.75, 130.23, 129.15, 132.9, 132.47, 136.64, 133.89, 130.38, 129.92, 130.6, 131.95]",0.0211,2025-07-19T00:10:01.768612
O002314,H02314,Orbitz,Single,241.43,724.29,246.11,1.27,0.143,Free,False,True,Spa discount,3,233.15,97.96,"[250.56, 239.37, 237.88, 238.17, 237.52, 251.1, 249.21, 245.73, 239.36, 229.24, 221.52, 216.15, 222.24, 216.78, 219.25, 222.32, 230.89, 231.2, 230.31, 234.64, 232.01, 232.27, 235.68, 232.2]",0.0213,2025-07-19T00:10:01.768612
O002315,H02315,Travelocity,Deluxe,135.57,542.28,132.32,2.49,0.153,Partial,True,True,Pay at hotel,4,136.16,28.57,"[140.99, 140.44, 139.56, 140.56, 144.08, 145.72, 144.09, 140.46, 138.57, 139.68, 140.85, 135.6, 136.73, 131.58, 130.19, 132.18, 129.34, 130.74, 130.13, 127.89, 129.38, 130.83, 134.8, 133.41]",0.0222,2025-07-19T00:10:01.768612
O002316,H02316,Expedia,Family,238.68,716.04,243.67,2.19,0.127,Partial,False,False,Free cancellation,3,236.23,5.04,"[238.29, 235.95, 236.95, 235.09, 237.34, 233.81, 233.28, 234.34, 234.24, 233.74, 233.74, 232.9, 233.03, 236.02, 236.54, 236.33, 237.6, 237.96, 236.79, 237.73, 239.01, 237.43, 240.46, 241.02]",0.0061,2025-07-19T00:10:01.768612
O002317,H02317,Booking.com,Family,129.6,388.8,129.1,2.83,0.139,Non-refundable,True,False,"Free breakfast, Mobile exclusive",3,131.36,27.88,"[127.31, 124.43, 122.49, 122.58, 122.79, 127.83, 126.07, 130.51, 130.55, 131.22, 128.93, 133.12, 138.72, 140.0, 139.22, 138.86, 134.03, 130.01, 134.98, 131.53, 130.69, 136.1, 135.77, 134.98]",0.024,2025-07-19T00:10:01.768612
O002318,H02318,Hotels.com,Double,88.2,264.6,87.51,2.06,0.088,Free,True,True,Pay at hotel,3,93.03,9.06,"[86.92, 87.69, 86.56, 89.47, 92.48, 92.77, 94.51, 93.61, 93.3, 92.44, 93.13, 94.25, 93.13, 94.51, 92.96, 91.54, 91.32, 94.18, 93.55, 94.44, 96.87, 98.32, 97.77, 97.03]",0.0235,2025-07-19T00:10:01.768612
O002319,H02319,Expedia,Executive,252.45,252.45,249.67,1.3,0.178,Partial,False,True,"Pay at hotel, Late checkout",1,256.43,37.85,"[252.64, 249.58, 246.4, 247.1, 251.28, 246.84, 256.73, 261.02, 267.64, 268.47, 263.64, 262.81, 261.54, 262.53, 260.28, 261.46, 255.58, 254.75, 254.74, 252.12, 255.38, 255.16, 255.05, 251.59]",0.0162,2025-07-19T00:10:01.768612
O002320,H02320,HotelDirect,Single,142.56,570.24,141.27,2.68,0.149,Free,True,True,Spa discount,4,142.25,8.73,"[144.6, 141.18, 142.13, 142.16, 142.67, 140.35, 140.63, 144.72, 144.96, 145.89, 144.88, 147.59, 145.2, 144.3, 142.66, 140.18, 141.47, 138.48, 137.54, 136.98, 136.75, 139.59, 143.09, 146.02]",0.0139,2025-07-19T00:10:01.768612
O002321,H02321,Hotels.com,Double,123.48,123.48,124.49,1.99,0.081,Free,True,True,Free WiFi,1,123.49,1.75,"[124.11, 124.28, 124.17, 124.87, 125.29, 124.85, 124.53, 124.5, 124.93, 125.06, 124.1, 123.43, 123.99, 123.55, 123.67, 123.98, 122.74, 122.89, 121.67, 121.78, 121.81, 121.52, 120.96, 121.06]",0.0074,2025-07-19T00:10:01.768612
O002322,H02322,Getaroom,Single,346.9,346.9,345.65,1.65,0.14,Free,True,True,,1,345.92,157.33,"[351.08, 354.6, 350.16, 353.92, 349.53, 339.61, 336.83, 331.52, 327.23, 330.8, 331.73, 330.45, 327.56, 337.73, 342.48, 340.37, 343.12, 351.91, 359.97, 356.31, 355.66, 359.77, 368.13, 371.52]",0.0148,2025-07-19T00:10:01.768612
O002323,H02323,Hotwire,Deluxe,161.06,966.36,155.12,0.79,0.096,Free,False,False,,6,175.86,26.21,"[167.51, 169.71, 173.45, 171.69, 167.56, 168.65, 170.6, 171.66, 179.66, 178.83, 179.13, 182.32, 183.84, 185.48, 182.89, 179.85, 179.11, 173.32, 174.42, 172.98, 176.37, 177.98, 177.48, 176.17]",0.0248,2025-07-19T00:10:01.768612
O002324,H02324,Getaroom,Double,332.31,664.62,331.4,1.04,0.151,Free,False,False,"Pay at hotel, Kids stay free",2,330.95,5.15,"[331.1, 331.09, 333.02, 332.31, 335.12, 334.41, 333.57, 330.5, 329.42, 328.5, 326.34, 327.8, 331.29, 333.7, 329.97, 330.61, 329.95, 331.48, 327.69, 328.49, 328.99, 331.86, 331.54, 334.09]",0.0074,2025-07-19T00:10:01.768612
O002325,H02325,Otel.com,Single,530.46,530.46,517.32,0.58,0.159,Free,True,False,,1,532.85,454.5,"[534.1, 553.38, 559.86, 563.72, 555.75, 544.19, 528.38, 527.78, 525.27, 517.06, 526.96, 537.1, 512.54, 518.4, 517.55, 514.99, 498.95, 495.61, 506.95, 514.42, 544.54, 562.34, 559.97, 568.64]",0.0228,2025-07-19T00:10:01.768612
O002326,H02326,HRS,Family,182.51,547.53,187.0,1.51,0.161,Free,False,True,Kids stay free,3,176.13,5.61,"[179.05, 178.25, 174.96, 175.71, 175.8, 176.55, 175.43, 173.76, 174.3, 173.1, 172.5, 170.36, 173.42, 176.98, 175.81, 175.36, 176.69, 179.87, 177.52, 177.1, 178.55, 177.14, 179.1, 179.74]",0.01,2025-07-19T00:10:01.768612
O002327,H02327,Otel.com,Deluxe,68.08,476.56,68.34,1.29,0.178,Free,False,False,,7,69.76,0.66,"[69.21, 69.46, 69.11, 69.77, 69.58, 69.71, 69.28, 68.02, 68.27, 68.62, 68.83, 69.49, 69.72, 69.73, 69.77, 70.42, 70.42, 70.51, 70.93, 70.72, 70.75, 70.69, 70.29, 70.98]",0.0062,2025-07-19T00:10:01.768612
O002328,H02328,Priceline,Deluxe,118.4,118.4,117.43,2.08,0.154,Free,True,True,"Mobile exclusive, Free breakfast",1,120.07,6.7,"[119.33, 120.79, 118.86, 122.5, 115.51, 118.53, 119.26, 122.83, 121.05, 126.37, 123.09, 118.21, 117.35, 117.16, 119.85, 121.7, 117.67, 119.24, 117.65, 118.45, 119.03, 120.64, 121.0, 125.72]",0.0243,2025-07-19T00:10:01.768612
O002329,H02329,Venere,Executive,100.27,200.54,100.33,2.44,0.085,Free,False,False,Late checkout,2,101.69,9.65,"[98.56, 96.9, 98.67, 95.6, 97.1, 98.27, 99.64, 102.28, 102.54, 101.44, 101.95, 101.15, 101.76, 103.47, 101.41, 104.26, 104.87, 108.04, 107.26, 103.94, 102.2, 100.26, 104.41, 104.52]",0.0245,2025-07-19T00:10:01.768612
O002330,H02330,HotelDirect,Executive,237.6,1663.2,239.15,1.06,0.156,Free,False,True,,7,237.63,26.02,"[240.95, 244.33, 242.23, 243.79, 240.51, 239.79, 235.93, 242.7, 234.28, 234.65, 226.98, 226.33, 233.19, 234.84, 234.7, 240.39, 241.79, 243.94, 231.73, 232.19, 235.29, 239.03, 241.49, 242.03]",0.0226,2025-07-19T00:10:01.768612
O002331,H02331,Booking.com,Family,216.0,216.0,212.9,2.83,0.12,Free,False,True,,1,217.84,21.18,"[212.09, 216.82, 218.5, 221.93, 221.61, 220.27, 217.38, 218.5, 215.64, 213.33, 215.35, 213.98, 209.78, 208.84, 213.08, 216.34, 223.5, 226.4, 226.86, 223.11, 219.5, 218.43, 217.65, 219.17]",0.0147,2025-07-19T00:10:01.768612
O002332,H02332,Lastminute.com,Suite,252.09,252.09,247.55,2.67,0.091,Free,False,True,Kids stay free,1,263.83,32.42,"[253.2, 257.89, 261.62, 267.16, 267.9, 270.56, 259.91, 266.67, 266.99, 273.65, 263.9, 266.71, 263.95, 264.2, 265.68, 263.88, 272.28, 266.71, 271.1, 262.79, 262.08, 255.33, 252.53, 255.24]",0.0194,2025-07-19T00:10:01.768612
O002333,H02333,Lastminute.com,Suite,346.35,346.35,352.5,0.66,0.141,Free,True,False,,1,343.52,15.14,"[345.0, 343.31, 340.64, 340.32, 340.5, 340.38, 339.67, 341.48, 340.3, 339.29, 337.49, 338.68, 339.8, 341.07, 345.42, 344.58, 346.59, 348.58, 348.75, 349.13, 349.94, 347.74, 348.08, 347.79]",0.0057,2025-07-19T00:10:01.768612
O002334,H02334,Lastminute.com,Family,103.3,206.6,101.87,0.69,0.105,Non-refundable,False,True,Spa discount,2,102.02,4.54,"[101.74, 100.87, 102.98, 104.1, 103.62, 103.52, 102.59, 102.33, 102.35, 100.37, 102.65, 101.9, 100.99, 102.4, 99.44, 100.22, 99.11, 97.6, 99.15, 100.0, 103.83, 105.76, 104.65, 106.29]",0.0188,2025-07-19T00:10:01.768612
O002335,H02335,Hotwire,Executive,129.43,129.43,135.48,1.75,0.155,Free,False,False,Free parking,1,134.05,6.33,"[128.52, 127.83, 131.27, 129.65, 133.92, 135.54, 133.77, 133.57, 136.66, 134.44, 134.26, 135.36, 134.88, 132.94, 135.01, 133.87, 132.74, 134.86, 135.97, 136.52, 134.44, 136.85, 138.06, 136.32]",0.0169,2025-07-19T00:10:01.768612
O002336,H02336,Lastminute.com,Deluxe,242.01,968.04,239.35,1.64,0.123,Free,False,False,Spa discount,4,218.47,309.02,"[246.37, 248.74, 244.47, 240.63, 239.62, 234.25, 226.2, 228.88, 231.48, 220.37, 217.77, 219.96, 220.87, 214.17, 208.7, 201.44, 193.61, 193.61, 193.61, 193.61, 201.78, 209.53, 208.3, 205.38]",0.0247,2025-07-19T00:10:01.768612
O002337,H02337,Orbitz,Double,51.52,309.12,52.81,2.43,0.146,Free,False,False,Free cancellation,6,51.59,0.13,"[51.64, 51.22, 51.33, 51.18, 51.32, 51.85, 51.86, 51.67, 52.13, 52.48, 52.06, 51.75, 51.23, 51.06, 51.12, 51.61, 51.43, 51.7, 51.35, 51.45, 51.27, 51.55, 51.66, 52.25]",0.008,2025-07-19T00:10:01.768612
O002338,H02338,Booking.com,Double,270.0,540.0,268.71,2.58,0.139,Free,True,True,,2,269.41,8.22,"[268.28, 267.56, 267.01, 268.24, 268.89, 272.24, 271.7, 272.3, 275.06, 274.17, 272.19, 273.39, 271.26, 270.46, 269.47, 267.06, 268.36, 267.51, 267.58, 265.79, 263.16, 265.81, 268.19, 270.2]",0.0062,2025-07-19T00:10:01.768612
O002339,H02339,Otel.com,Deluxe,117.32,117.32,118.12,0.54,0.191,Free,True,False,"Free breakfast, Late checkout",1,121.62,4.89,"[116.82, 118.89, 120.08, 122.05, 123.19, 125.0, 124.97, 123.07, 123.57, 122.02, 123.07, 122.68, 121.47, 123.49, 123.95, 123.74, 121.81, 121.11, 121.16, 120.58, 120.6, 120.27, 118.46, 116.92]",0.0117,2025-07-19T00:10:01.768612
O002340,H02340,Booking.com,Suite,252.0,252.0,257.02,1.16,0.163,Non-refundable,False,False,"Mobile exclusive, Kids stay free",1,254.19,68.86,"[251.13, 257.6, 251.69, 249.62, 255.88, 260.63, 260.97, 267.36, 260.71, 258.01, 264.89, 262.26, 259.47, 258.05, 259.89, 260.89, 257.84, 250.31, 248.27, 242.88, 236.27, 238.14, 244.94, 242.88]",0.0187,2025-07-19T00:10:01.768612
O002341,H02341,Getaroom,Family,229.3,458.6,231.79,1.31,0.106,Free,False,True,Mobile exclusive,2,229.31,20.54,"[226.17, 232.38, 228.57, 225.61, 224.44, 225.39, 227.93, 227.09, 226.03, 230.47, 233.83, 236.51, 232.39, 235.35, 236.45, 238.02, 234.76, 229.46, 223.41, 227.88, 228.56, 225.15, 225.97, 221.51]",0.0196,2025-07-19T00:10:01.768612
O002342,H02342,Hotels.com,Family,176.4,1234.8,182.09,0.84,0.098,Free,True,True,Room upgrade,7,178.89,16.81,"[175.64, 174.65, 177.41, 176.07, 179.35, 175.68, 173.47, 172.2, 176.44, 178.29, 183.28, 180.95, 179.47, 175.77, 174.33, 176.99, 180.11, 178.6, 181.64, 187.82, 188.38, 183.21, 180.87, 182.66]",0.0197,2025-07-19T00:10:01.768612
O002343,H02343,HotelDirect,Family,158.4,316.8,154.54,2.18,0.2,Partial,False,False,Late checkout,2,158.13,1.14,"[157.59, 156.08, 157.89, 158.23, 158.43, 159.85, 159.07, 159.69, 159.44, 159.35, 157.23, 157.82, 156.99, 157.24, 156.53, 157.26, 156.62, 157.95, 158.66, 158.97, 158.41, 159.95, 157.84, 157.99]",0.0074,2025-07-19T00:10:01.768612
O002344,H02344,HRS,Double,107.6,107.6,106.17,2.24,0.183,Free,False,True,Room upgrade,1,110.31,2.45,"[106.52, 108.47, 107.49, 109.74, 109.84, 110.08, 110.39, 109.26, 110.29, 110.07, 109.49, 109.9, 112.36, 112.01, 112.29, 112.33, 112.67, 112.0, 111.94, 111.27, 111.08, 109.27, 109.22, 109.5]",0.0079,2025-07-19T00:10:01.768612
O002345,H02345,Getaroom,Double,506.8,2027.2,503.04,1.9,0.146,Non-refundable,False,False,"Late checkout, Free breakfast",4,506.89,223.71,"[500.66, 508.75, 493.66, 496.55, 486.93, 476.04, 478.41, 489.24, 495.45, 510.7, 510.66, 504.01, 511.29, 512.23, 517.61, 509.15, 522.56, 515.17, 512.82, 513.79, 516.68, 510.79, 533.38, 538.93]",0.0199,2025-07-19T00:10:01.768612
O002346,H02346,Agoda,Deluxe,102.6,102.6,102.7,1.03,0.152,Non-refundable,False,False,"Airport shuttle, Late checkout",1,97.6,8.49,"[102.45, 99.78, 99.52, 99.22, 98.74, 96.94, 96.76, 96.6, 94.06, 91.74, 95.06, 93.28, 95.55, 98.13, 101.55, 100.28, 98.52, 94.34, 93.57, 95.14, 98.83, 101.13, 100.74, 100.53]",0.0219,2025-07-19T00:10:01.768612
O002347,H02347,HotelDirect,Twin,87.12,87.12,87.09,0.92,0.132,Free,False,False,Free WiFi,1,87.42,0.97,"[87.81, 87.28, 86.63, 87.22, 86.86, 86.53, 86.39, 87.14, 88.53, 88.42, 89.7, 88.41, 87.82, 87.43, 88.13, 88.59, 88.94, 87.91, 86.78, 86.5, 85.78, 86.4, 86.04, 86.82]",0.0083,2025-07-19T00:10:01.768612
