offer_id,hotel_id,partner_name,room_type,price_per_night,total_price,trivago_displayed_price,cost_per_click_bid,commission_rate,partner_marketing_budget,cancellation_policy,breakfast_included,instant_booking,special_offers,nights,price_fluctuation_mean,price_fluctuation_variance,price_history_24h,variance_factor,last_updated
O003058,H03058,Lastminute.com,Family,92.7,278.1,91.73,1.44,0.082,7236.01,Non-refundable,False,False,Free cancellation,3,91.93,7.69,"[90.53, 88.97, 91.71, 91.87, 91.96, 89.41, 88.03, 89.79, 87.56, 88.37, 88.88, 89.3, 90.82, 90.37, 92.69, 94.29, 94.27, 94.33, 95.42, 95.7, 95.13, 96.36, 95.62, 94.91]",0.0134,2025-07-31T21:39:29.139632
O003059,H03059,Hotwire,Twin,78.57,157.14,79.66,1.71,0.1,2912.98,Non-refundable,False,False,Free breakfast,2,75.93,1.08,"[77.76, 76.76, 76.44, 75.61, 76.64, 76.06, 75.19, 74.9, 75.28, 76.14, 76.04, 75.66, 75.75, 75.82, 75.31, 74.17, 74.33, 74.97, 75.17, 75.07, 75.83, 77.92, 77.77, 77.69]",0.0097,2025-07-31T21:39:29.139632
O003060,H03060,Getaroom,Suite,325.21,975.63,331.92,0.75,0.105,1332.7,Non-refundable,False,True,,3,312.21,96.08,"[307.42, 305.81, 301.84, 300.07, 299.01, 302.36, 299.17, 297.24, 307.62, 309.55, 311.13, 306.45, 312.01, 318.82, 313.27, 326.72, 329.56, 327.24, 325.11, 320.5, 318.35, 314.25, 313.37, 326.3]",0.0172,2025-07-31T21:39:29.139632
O003061,H03061,Hotels.com,Suite,176.4,176.4,174.45,0.63,0.161,116684.19,Free,False,False,Pay at hotel,1,173.67,2.25,"[176.43, 176.14, 174.58, 175.11, 174.58, 172.14, 170.49, 171.37, 174.02, 174.17, 174.19, 172.4, 172.52, 172.51, 172.49, 173.27, 172.5, 172.51, 172.57, 175.23, 174.12, 175.57, 174.2, 175.0]",0.007,2025-07-31T21:39:29.139632
O003062,H03062,Booking.com,Single,270.0,1080.0,274.14,2.59,0.091,77029.37,Free,True,True,"Airport shuttle, Free cancellation",4,253.18,133.73,"[269.01, 268.46, 268.52, 266.51, 267.28, 262.66, 264.49, 259.88, 253.87, 259.91, 253.63, 258.29, 257.28, 248.39, 246.08, 244.99, 242.37, 234.13, 231.8, 234.01, 239.81, 241.82, 250.08, 252.94]",0.0199,2025-07-31T21:39:29.139632
O003063,H03063,Hotels.com,Executive,176.4,352.8,173.33,3.45,0.095,96676.03,Non-refundable,True,False,Kids stay free,2,161.66,83.97,"[176.18, 170.01, 159.02, 153.81, 152.9, 152.27, 150.68, 147.11, 153.88, 155.42, 159.71, 160.56, 161.88, 154.66, 154.91, 152.24, 160.78, 165.91, 170.0, 168.4, 169.48, 173.73, 178.0, 178.2]",0.0249,2025-07-31T21:39:29.139632
O003064,H03064,Hotwire,Deluxe,281.27,1687.62,292.8,1.39,0.166,1005.9,Free,False,True,Kids stay free,6,277.97,10.08,"[277.25, 277.25, 275.65, 274.24, 273.15, 274.0, 273.21, 274.63, 275.5, 276.62, 276.95, 275.73, 275.27, 278.09, 279.28, 280.47, 281.84, 281.96, 282.94, 280.6, 280.21, 281.81, 282.07, 282.5]",0.0053,2025-07-31T21:39:29.139632
O003065,H03065,Travelocity,Family,90.06,270.18,89.18,0.57,0.106,48559.08,Free,True,False,Late checkout,3,85.73,9.33,"[90.12, 90.26, 86.42, 83.82, 85.81, 85.19, 84.6, 82.13, 81.26, 81.71, 81.85, 82.96, 83.68, 82.73, 81.71, 85.13, 87.54, 88.86, 89.79, 86.36, 87.46, 87.7, 90.38, 90.01]",0.0226,2025-07-31T21:39:29.139632
O003066,H03066,Venere,Twin,84.28,168.56,81.24,0.45,0.182,8363.12,Non-refundable,True,True,Free breakfast,2,85.92,1.05,"[84.23, 84.26, 85.31, 85.6, 86.16, 86.42, 87.18, 87.09, 87.36, 86.62, 86.68, 86.26, 86.09, 86.57, 86.84, 87.16, 86.05, 86.56, 85.81, 86.03, 85.24, 84.5, 84.39, 83.78]",0.006,2025-07-31T21:39:29.139632
O003067,H03067,Otel.com,Double,171.5,343.0,169.33,0.85,0.146,7913.24,Free,False,True,"Mobile exclusive, Spa discount",2,170.18,50.46,"[174.51, 173.66, 174.95, 173.65, 177.78, 181.04, 179.62, 179.3, 182.5, 174.22, 170.67, 169.93, 168.05, 169.18, 170.03, 163.62, 162.84, 161.23, 165.85, 169.46, 164.34, 164.07, 157.19, 156.5]",0.0215,2025-07-31T21:39:29.139632
O003068,H03068,Kayak,Executive,92.54,185.08,93.79,2.33,0.125,40170.46,Non-refundable,False,False,Room upgrade,2,93.1,11.97,"[92.46, 92.81, 95.59, 92.27, 89.02, 88.95, 88.56, 88.16, 86.85, 87.23, 90.36, 93.37, 95.48, 96.45, 95.29, 95.77, 94.77, 96.61, 95.42, 98.18, 97.92, 97.35, 93.94, 91.47]",0.0223,2025-07-31T21:39:29.139632
O003069,H03069,Expedia,Executive,257.04,257.04,256.51,2.25,0.082,41428.45,Non-refundable,False,False,,1,256.82,20.26,"[254.38, 255.88, 257.11, 260.11, 263.09, 261.97, 257.33, 259.18, 249.83, 255.85, 256.66, 257.79, 256.29, 254.37, 257.47, 254.91, 252.06, 253.69, 252.15, 249.58, 251.51, 259.59, 268.16, 264.84]",0.0183,2025-07-31T21:39:29.139632
O003070,H03070,Priceline,Single,55.2,55.2,55.31,0.78,0.186,95348.58,Free,False,True,Free parking,1,53.71,2.93,"[54.99, 55.27, 54.72, 55.19, 55.4, 54.56, 55.35, 52.06, 52.09, 54.2, 54.3, 55.69, 53.84, 55.91, 55.64, 55.44, 53.33, 52.49, 52.19, 50.9, 51.28, 51.97, 51.63, 50.49]",0.0199,2025-07-31T21:39:29.139632
O003071,H03071,Priceline,Suite,127.51,127.51,130.45,1.55,0.12,26532.92,Free,False,True,"Pay at hotel, Airport shuttle",1,127.77,5.21,"[127.71, 128.23, 128.67, 128.13, 126.81, 130.4, 133.08, 131.62, 128.54, 129.69, 129.85, 128.27, 126.15, 123.84, 123.09, 124.29, 126.0, 127.96, 128.09, 127.37, 124.98, 128.56, 127.88, 127.38]",0.0131,2025-07-31T21:39:29.139632
O003072,H03072,Hotels.com,Deluxe,70.56,70.56,69.16,1.54,0.164,93436.44,Free,False,True,Mobile exclusive,1,73.26,3.43,"[69.96, 69.79, 70.14, 70.12, 72.25, 73.54, 73.18, 72.59, 70.83, 72.52, 73.61, 73.18, 73.51, 74.58, 75.92, 75.01, 73.67, 74.38, 74.98, 74.9, 74.37, 74.07, 75.3, 75.82]",0.0146,2025-07-31T21:39:29.139632
O003073,H03073,Travelocity,Double,170.19,340.38,165.95,3.23,0.137,42678.79,Non-refundable,True,True,"Free WiFi, Kids stay free",2,172.02,2.25,"[169.92, 169.67, 168.68, 170.03, 170.57, 170.8, 172.91, 173.61, 171.3, 172.82, 174.27, 173.11, 173.31, 172.72, 173.24, 173.08, 173.48, 174.0, 173.45, 171.19, 171.37, 171.35, 171.74, 171.74]",0.0064,2025-07-31T21:39:29.139632
O003074,H03074,Hotwire,Deluxe,174.39,1046.34,177.46,2.13,0.168,661.52,Free,False,False,Mobile exclusive,6,175.54,20.15,"[170.14, 168.29, 172.62, 169.28, 171.03, 170.29, 173.06, 175.63, 172.52, 174.04, 170.84, 173.9, 179.69, 176.5, 177.67, 176.29, 177.59, 176.46, 177.68, 178.9, 182.15, 186.16, 181.95, 180.24]",0.0165,2025-07-31T21:39:29.139632
O003075,H03075,Otel.com,Twin,100.67,201.34,102.94,2.84,0.192,5498.83,Free,True,True,,2,100.59,4.64,"[98.53, 97.37, 99.43, 98.36, 97.04, 98.15, 102.3, 102.49, 103.91, 103.01, 103.28, 103.22, 99.54, 102.61, 102.47, 103.56, 101.08, 101.12, 99.67, 100.75, 101.06, 98.79, 97.82, 98.55]",0.0177,2025-07-31T21:39:29.139632
O003076,H03076,Kayak,Twin,363.46,363.46,358.21,3.98,0.103,70695.19,Free,True,False,,1,360.53,57.94,"[363.75, 361.41, 363.43, 364.13, 370.55, 373.87, 378.1, 373.08, 368.08, 364.6, 356.8, 356.01, 352.33, 357.06, 353.44, 352.54, 351.9, 358.25, 349.29, 351.91, 356.19, 358.61, 357.57, 359.73]",0.0135,2025-07-31T21:39:29.139632
O003077,H03077,Lastminute.com,Family,346.5,346.5,337.58,3.4,0.152,8909.5,Free,True,True,,1,342.79,13.05,"[345.37, 342.98, 341.72, 341.01, 335.94, 336.3, 338.33, 339.64, 339.53, 344.26, 345.78, 345.98, 340.72, 339.3, 342.76, 340.19, 345.46, 344.52, 348.15, 350.63, 347.04, 345.88, 343.16, 342.41]",0.007,2025-07-31T21:39:29.139632
O003078,H03078,Orbitz,Family,77.97,77.97,75.86,2.11,0.121,45286.67,Non-refundable,True,False,Kids stay free,1,77.98,1.34,"[76.76, 76.8, 78.31, 79.26, 79.19, 77.75, 78.04, 78.2, 78.73, 78.65, 79.87, 80.05, 79.37, 79.25, 78.25, 77.69, 76.63, 75.74, 76.99, 76.73, 76.82, 78.12, 77.95, 76.36]",0.0126,2025-07-31T21:39:29.139632
O003079,H03079,Priceline,Double,430.56,430.56,419.63,2.9,0.159,83846.27,Free,False,True,Spa discount,1,433.12,40.72,"[430.29, 426.0, 426.2, 425.81, 427.22, 429.2, 427.6, 425.66, 424.53, 423.94, 431.3, 435.86, 435.48, 429.51, 436.32, 437.44, 436.91, 440.72, 441.89, 436.8, 443.13, 441.08, 438.49, 443.57]",0.0081,2025-07-31T21:39:29.139632
O003080,H03080,Agoda,Twin,102.6,513.0,102.2,1.85,0.173,70567.04,Partial,True,False,"Pay at hotel, Free cancellation",5,102.68,18.77,"[102.36, 102.68, 101.89, 103.92, 106.73, 107.48, 104.82, 103.94, 104.33, 107.76, 106.02, 105.35, 106.62, 108.08, 107.29, 104.5, 104.31, 99.51, 99.58, 95.51, 95.85, 95.07, 95.12, 95.53]",0.0206,2025-07-31T21:39:29.139632
O003081,H03081,Agoda,Executive,153.9,461.7,152.46,1.26,0.186,26408.45,Free,True,False,,3,154.13,8.76,"[153.15, 151.01, 152.79, 150.23, 152.76, 154.88, 158.96, 155.54, 157.83, 160.53, 160.88, 155.07, 154.39, 152.55, 155.26, 154.98, 151.75, 150.66, 151.9, 150.47, 150.57, 154.65, 154.31, 154.06]",0.0146,2025-07-31T21:39:29.139632
O003082,H03082,Kayak,Twin,459.72,459.72,456.51,4.18,0.101,49856.96,Partial,False,True,"Pay at hotel, Spa discount",1,454.1,60.18,"[465.58, 467.98, 462.09, 451.29, 461.36, 465.23, 458.37, 450.35, 450.03, 453.92, 449.42, 449.68, 456.23, 460.08, 460.38, 459.52, 453.02, 449.85, 454.51, 441.72, 448.73, 450.24, 442.78, 436.0]",0.0155,2025-07-31T21:39:29.139632
O003083,H03083,Kayak,Twin,269.96,1349.8,273.38,0.92,0.126,71712.62,Free,False,True,,5,272.61,16.28,"[271.25, 275.4, 277.2, 278.58, 278.41, 275.24, 276.19, 276.75, 276.45, 276.28, 274.27, 273.15, 272.24, 271.43, 272.01, 271.86, 271.84, 272.43, 269.5, 268.84, 268.69, 265.86, 264.69, 264.12]",0.0052,2025-07-31T21:39:29.139632
O003084,H03084,Priceline,Executive,63.76,127.52,64.13,1.49,0.097,90290.19,Free,False,False,,2,64.08,1.55,"[64.03, 62.61, 61.8, 62.22, 64.3, 65.8, 65.67, 64.6, 64.67, 62.77, 63.55, 63.28, 64.99, 65.58, 65.43, 66.39, 64.63, 62.61, 63.78, 63.4, 62.53, 63.65, 65.35, 64.3]",0.019,2025-07-31T21:39:29.139632
O003085,H03085,Hotels.com,Double,210.21,210.21,210.69,0.61,0.156,126607.2,Free,True,False,,1,220.66,112.8,"[202.91, 206.03, 203.65, 209.48, 206.57, 207.15, 209.03, 216.46, 216.2, 220.34, 218.67, 221.31, 222.4, 223.96, 227.9, 225.52, 232.78, 228.39, 231.09, 231.99, 232.37, 235.66, 234.52, 231.51]",0.0199,2025-07-31T21:39:29.139632
O003086,H03086,Hotels.com,Double,352.8,352.8,351.77,2.45,0.18,119178.16,Partial,False,False,,1,361.02,70.21,"[351.96, 344.56, 347.49, 354.43, 345.42, 355.29, 359.01, 356.48, 351.94, 359.79, 356.23, 366.05, 368.22, 368.7, 369.05, 364.06, 363.74, 371.46, 363.81, 369.38, 371.96, 366.49, 369.16, 369.86]",0.0175,2025-07-31T21:39:29.139632
O003087,H03087,Lastminute.com,Single,154.23,462.69,155.06,0.9,0.142,9708.5,Free,True,False,,3,149.23,49.78,"[152.5, 151.89, 151.49, 158.92, 156.43, 160.24, 157.13, 154.59, 153.51, 158.82, 157.42, 153.48, 152.46, 146.37, 141.76, 141.24, 140.57, 143.06, 143.17, 139.79, 139.24, 141.65, 141.5, 144.28]",0.0188,2025-07-31T21:39:29.139632
O003088,H03088,Travelocity,Suite,525.56,1051.12,516.16,4.04,0.119,38804.6,Free,False,False,,2,505.16,114.75,"[518.42, 518.99, 523.71, 510.81, 500.73, 496.82, 493.13, 495.64, 505.17, 498.55, 501.67, 503.41, 511.56, 524.08, 525.31, 511.51, 513.28, 498.24, 492.23, 502.92, 499.39, 491.33, 494.08, 492.95]",0.0181,2025-07-31T21:39:29.139632
O003089,H03089,Otel.com,Deluxe,172.14,172.14,171.14,0.63,0.143,6263.94,Non-refundable,True,True,Pay at hotel,1,173.47,1.57,"[171.58, 171.03, 171.85, 172.94, 174.7, 172.85, 173.05, 173.56, 174.09, 172.59, 173.87, 173.12, 173.51, 172.99, 172.59, 172.09, 173.34, 173.69, 175.68, 176.0, 174.25, 173.34, 175.68, 174.84]",0.0069,2025-07-31T21:39:29.139632
O003090,H03090,Priceline,Family,115.92,115.92,117.05,0.61,0.124,73034.47,Non-refundable,True,True,,1,110.93,8.26,"[114.06, 113.28, 108.88, 112.15, 114.27, 114.47, 116.36, 113.45, 109.65, 111.05, 113.26, 110.25, 109.07, 108.56, 108.96, 109.16, 105.92, 106.71, 105.69, 109.08, 112.33, 108.78, 112.66, 114.2]",0.0232,2025-07-31T21:39:29.139632
O003091,H03091,HotelDirect,Twin,126.72,253.44,127.97,3.1,0.106,22607.6,Free,True,True,Free WiFi,2,131.12,14.04,"[126.58, 127.4, 127.8, 130.65, 131.42, 128.79, 127.73, 126.96, 132.44, 133.93, 135.86, 137.4, 137.4, 140.13, 133.26, 129.21, 128.45, 128.6, 128.77, 129.14, 127.26, 131.68, 135.41, 130.73]",0.0216,2025-07-31T21:39:29.139632
O003092,H03092,Kayak,Suite,144.62,433.86,143.45,2.31,0.081,55152.15,Free,True,True,Late checkout,3,139.68,12.2,"[145.28, 143.15, 143.77, 143.22, 141.0, 137.19, 136.08, 132.76, 133.62, 136.85, 138.73, 142.52, 141.11, 144.51, 142.51, 143.29, 140.35, 139.29, 140.64, 140.17, 138.82, 135.42, 137.44, 134.63]",0.0155,2025-07-31T21:39:29.139632
O003093,H03093,Otel.com,Suite,89.62,268.86,90.65,1.7,0.199,4252.22,Non-refundable,True,True,"Free cancellation, Spa discount",3,85.48,3.67,"[88.92, 87.09, 85.63, 83.98, 84.49, 84.31, 82.16, 83.7, 82.71, 83.83, 84.26, 84.89, 83.28, 83.39, 85.84, 85.91, 86.79, 86.75, 85.03, 86.75, 86.74, 87.58, 88.9, 88.68]",0.014,2025-07-31T21:39:29.139632
O003094,H03094,Otel.com,Suite,379.32,758.64,374.63,1.12,0.176,1302.12,Free,False,True,Room upgrade,2,387.01,79.64,"[373.94, 375.64, 376.23, 376.12, 371.74, 375.0, 383.9, 382.41, 382.71, 386.77, 382.85, 385.43, 385.61, 390.89, 394.65, 393.95, 394.35, 391.88, 390.66, 396.54, 401.82, 396.92, 401.66, 396.65]",0.0131,2025-07-31T21:39:29.139632
O003095,H03095,Orbitz,Twin,223.89,671.67,226.37,3.27,0.123,43552.73,Free,False,True,,3,226.63,9.21,"[223.82, 225.68, 226.7, 226.49, 226.65, 225.4, 226.61, 223.35, 225.85, 230.09, 227.55, 232.24, 228.8, 222.45, 226.72, 222.32, 222.48, 227.84, 228.2, 221.24, 225.83, 229.1, 232.93, 230.85]",0.0219,2025-07-31T21:39:29.139632
O003096,H03096,Booking.com,Deluxe,86.4,172.8,85.54,0.77,0.179,191325.22,Free,True,True,Pay at hotel,2,86.11,1.16,"[85.18, 85.82, 84.78, 84.72, 85.41, 85.0, 84.46, 86.09, 85.83, 86.92, 88.21, 88.22, 87.33, 86.77, 86.67, 84.96, 85.25, 85.25, 85.6, 86.35, 87.27, 87.34, 87.09, 86.04]",0.0084,2025-07-31T21:39:29.139632
O003097,H03097,HotelDirect,Suite,34.85,174.25,34.68,2.84,0.192,7017.84,Free,True,False,,5,31.85,4.26,"[34.78, 34.94, 35.36, 35.01, 35.29, 34.58, 33.64, 31.74, 31.17, 30.46, 28.87, 29.95, 29.73, 29.97, 30.79, 31.66, 31.62, 32.55, 31.0, 30.33, 30.46, 29.58, 29.9, 30.97]",0.0204,2025-07-31T21:39:29.139632
O003098,H03098,Priceline,Deluxe,248.4,248.4,249.32,1.17,0.156,44716.23,Non-refundable,False,False,Pay at hotel,1,245.33,60.9,"[251.06, 257.8, 260.25, 252.97, 250.47, 244.57, 243.17, 240.51, 241.34, 234.82, 230.06, 233.78, 242.12, 250.74, 251.33, 249.38, 236.63, 235.48, 237.95, 246.41, 249.87, 243.94, 248.23, 254.98]",0.024,2025-07-31T21:39:29.139632
O003099,H03099,Venere,Executive,219.82,659.46,217.4,3.52,0.162,3668.75,Non-refundable,True,True,,3,236.49,135.78,"[224.55, 224.38, 224.27, 234.11, 229.25, 226.81, 227.25, 221.17, 218.39, 225.56, 224.64, 237.56, 241.64, 234.99, 239.25, 243.92, 245.18, 258.11, 252.45, 253.14, 250.56, 254.53, 243.96, 240.22]",0.0239,2025-07-31T21:39:29.139632
O003100,H03100,Agoda,Suite,513.0,513.0,512.57,3.29,0.142,53646.99,Free,False,False,Free breakfast,1,526.95,36.25,"[517.07, 519.6, 516.54, 522.3, 519.86, 527.81, 528.01, 530.77, 526.49, 524.33, 530.66, 534.71, 532.47, 534.85, 538.73, 535.88, 532.08, 526.07, 527.83, 530.22, 519.45, 522.42, 524.77, 523.94]",0.0098,2025-07-31T21:39:29.139632
O003101,H03101,Priceline,Executive,99.36,298.08,100.03,1.48,0.147,47675.91,Free,True,False,Kids stay free,3,96.12,3.95,"[100.18, 97.92, 96.62, 96.68, 95.02, 97.85, 94.71, 94.81, 94.61, 96.57, 95.99, 95.67, 95.73, 94.55, 93.73, 92.74, 96.63, 95.94, 94.88, 95.11, 95.23, 95.06, 98.9, 101.75]",0.0217,2025-07-31T21:39:29.139632
O003102,H03102,Hotwire,Twin,68.56,137.12,69.48,3.53,0.117,2041.73,Free,True,False,,2,70.4,0.46,"[69.24, 68.93, 69.77, 69.98, 70.46, 70.3, 71.0, 71.14, 70.83, 71.33, 71.24, 71.66, 71.05, 70.24, 69.97, 70.47, 69.57, 69.56, 69.74, 70.48, 70.72, 70.48, 70.63, 70.74]",0.0077,2025-07-31T21:39:29.139632
O003103,H03103,Otel.com,Twin,77.21,386.05,76.9,1.92,0.091,5320.01,Free,False,False,Mobile exclusive,5,77.24,3.37,"[79.27, 78.5, 77.01, 79.09, 80.54, 79.36, 77.36, 76.34, 76.96, 76.76, 78.26, 79.12, 77.42, 79.23, 77.37, 79.02, 77.44, 76.16, 75.86, 75.41, 75.37, 74.52, 73.13, 74.2]",0.0133,2025-07-31T21:39:29.139632
O003104,H03104,HRS,Suite,111.17,555.85,112.57,1.47,0.139,9813.44,Partial,True,True,Free cancellation,5,110.1,9.79,"[107.88, 107.16, 107.3, 105.13, 105.15, 107.4, 109.77, 111.08, 109.71, 105.2, 110.08, 111.25, 110.45, 107.26, 108.29, 113.4, 111.27, 114.2, 116.42, 114.71, 111.08, 111.01, 112.57, 114.68]",0.0245,2025-07-31T21:39:29.139632
O003105,H03105,Otel.com,Executive,243.79,975.16,247.39,2.73,0.143,7353.84,Free,False,True,,4,243.79,13.53,"[241.02, 246.55, 245.04, 245.92, 243.81, 244.23, 237.31, 235.54, 243.96, 241.87, 240.85, 243.56, 242.84, 241.77, 239.59, 239.63, 249.08, 250.69, 249.59, 246.66, 247.82, 245.27, 242.58, 245.68]",0.0157,2025-07-31T21:39:29.139632
O003106,H03106,Priceline,Suite,331.2,331.2,333.65,1.89,0.142,98131.87,Free,False,True,,1,318.86,22.92,"[319.48, 325.85, 328.12, 321.8, 322.39, 327.06, 319.72, 319.59, 311.38, 311.48, 313.3, 319.29, 321.82, 321.85, 318.35, 321.88, 313.37, 315.7, 312.1, 317.75, 323.4, 318.75, 312.67, 315.52]",0.0171,2025-07-31T21:39:29.139632
O003107,H03107,Kayak,Suite,92.89,278.67,94.55,1.06,0.165,43674.23,Free,False,True,Free parking,3,92.24,3.27,"[92.89, 93.07, 96.72, 94.99, 93.32, 91.87, 92.05, 93.72, 94.67, 92.22, 90.41, 91.61, 91.04, 90.98, 92.02, 92.11, 90.12, 88.91, 89.4, 90.56, 91.09, 94.1, 93.75, 92.25]",0.0163,2025-07-31T21:39:29.139632
O003108,H03108,Venere,Suite,169.91,339.82,169.98,1.61,0.105,10150.89,Free,False,True,,2,172.41,31.23,"[168.93, 169.14, 170.77, 169.52, 168.82, 172.95, 174.13, 177.32, 180.4, 176.56, 175.63, 163.96, 168.01, 172.82, 178.89, 183.58, 178.52, 177.48, 174.53, 174.05, 172.2, 163.75, 162.03, 163.84]",0.0173,2025-07-31T21:39:29.139632
O003109,H03109,Expedia,Executive,183.6,734.4,188.41,2.54,0.165,80232.03,Free,True,True,Late checkout,4,198.99,71.58,"[189.32, 196.99, 199.49, 199.25, 202.53, 203.87, 203.62, 204.88, 197.21, 192.65, 196.02, 189.83, 188.91, 193.34, 192.71, 184.37, 189.91, 193.82, 197.88, 205.82, 210.63, 211.47, 214.31, 216.93]",0.0246,2025-07-31T21:39:29.139632
O003110,H03110,HotelDirect,Single,237.6,237.6,223.35,0.64,0.196,27239.34,Non-refundable,True,False,"Free cancellation, Kids stay free",1,235.76,13.89,"[238.02, 238.03, 238.4, 238.61, 238.41, 237.92, 237.3, 237.18, 237.6, 237.04, 236.71, 237.21, 237.46, 237.03, 241.07, 240.07, 236.16, 231.48, 230.17, 226.08, 228.38, 230.78, 233.19, 233.99]",0.0074,2025-07-31T21:39:29.139632
O003111,H03111,Hotels.com,Deluxe,264.6,1058.4,260.51,2.97,0.081,106873.5,Free,False,False,,4,262.39,7.82,"[263.5, 262.16, 260.81, 256.49, 259.3, 260.86, 263.64, 261.64, 261.06, 260.37, 262.33, 258.17, 258.97, 261.44, 264.3, 262.37, 261.7, 261.54, 263.69, 264.99, 265.98, 267.3, 267.37, 267.28]",0.0107,2025-07-31T21:39:29.139632
O003112,H03112,Otel.com,Double,45.05,90.1,45.55,0.55,0.149,3511.53,Free,False,True,,2,46.16,0.75,"[45.19, 45.49, 45.49, 46.03, 46.09, 45.87, 45.42, 45.35, 44.8, 45.24, 45.26, 45.96, 45.58, 45.8, 45.71, 46.52, 46.64, 46.87, 47.26, 47.8, 47.25, 47.37, 47.34, 47.55]",0.009,2025-07-31T21:39:29.139632
O003113,H03113,Orbitz,Executive,148.28,148.28,147.36,2.67,0.108,47059.19,Partial,False,False,,1,146.46,6.12,"[148.55, 150.65, 149.36, 148.76, 147.94, 148.05, 148.46, 147.82, 147.77, 147.32, 145.32, 145.99, 147.73, 148.37, 146.53, 147.93, 145.86, 143.96, 145.29, 144.03, 144.5, 141.98, 142.43, 140.52]",0.01,2025-07-31T21:39:29.139632
O003114,H03114,HRS,Executive,171.99,343.98,169.25,3.52,0.112,12571.08,Partial,False,True,Spa discount,2,169.18,8.59,"[173.61, 171.99, 172.48, 173.15, 172.65, 171.67, 173.26, 172.54, 169.9, 169.11, 169.55, 169.62, 169.0, 167.19, 167.67, 167.67, 168.78, 166.32, 167.7, 166.78, 165.95, 166.35, 164.6, 162.79]",0.0078,2025-07-31T21:39:29.139632
O003115,H03115,Kayak,Deluxe,148.95,1042.65,142.03,0.97,0.171,38333.34,Free,True,True,Pay at hotel,7,148.67,11.8,"[149.73, 147.29, 149.05, 150.62, 151.48, 151.22, 152.76, 153.38, 152.74, 151.27, 150.61, 151.52, 151.65, 151.31, 148.37, 148.09, 147.97, 147.37, 144.42, 146.0, 144.55, 142.98, 141.56, 142.04]",0.0124,2025-07-31T21:39:29.139632
O003116,H03116,Otel.com,Single,462.45,462.45,459.25,2.93,0.194,3566.14,Free,False,True,"Mobile exclusive, Pay at hotel",1,467.25,270.65,"[461.66, 453.77, 454.41, 447.79, 440.09, 441.24, 451.24, 448.37, 452.57, 456.3, 450.96, 462.09, 475.42, 480.26, 483.53, 480.25, 481.91, 478.83, 483.98, 482.53, 487.44, 490.72, 486.68, 481.96]",0.0117,2025-07-31T21:39:29.139632
O003117,H03117,Venere,Twin,103.61,103.61,104.79,2.2,0.128,10512.15,Non-refundable,True,False,Free cancellation,1,100.7,8.01,"[103.89, 104.27, 104.09, 102.22, 102.0, 101.84, 100.51, 97.98, 96.67, 98.67, 97.8, 97.28, 98.37, 96.91, 98.03, 98.45, 98.28, 98.62, 101.62, 101.68, 102.46, 104.56, 104.96, 105.65]",0.0123,2025-07-31T21:39:29.139632
O003118,H03118,Travelocity,Double,260.31,260.31,255.46,1.73,0.172,40723.38,Free,False,False,,1,267.71,12.18,"[268.15, 266.38, 266.99, 271.46, 270.7, 270.51, 275.22, 275.69, 273.81, 265.55, 264.82, 264.16, 264.23, 263.42, 265.83, 270.87, 265.85, 264.49, 265.03, 266.42, 265.97, 265.52, 267.23, 266.64]",0.0133,2025-07-31T21:39:29.139632
O003119,H03119,HRS,Twin,193.23,193.23,189.71,2.02,0.133,7123.88,Free,False,True,Free cancellation,1,181.9,143.58,"[197.43, 197.15, 200.21, 198.23, 191.76, 195.54, 190.77, 177.38, 180.82, 178.54, 182.29, 174.3, 165.78, 166.16, 168.31, 166.56, 169.46, 169.59, 171.36, 168.73, 177.1, 191.53, 196.78, 189.78]",0.0241,2025-07-31T21:39:29.139632
O003120,H03120,Lastminute.com,Deluxe,290.89,290.89,288.59,2.64,0.158,3886.93,Non-refundable,False,True,Mobile exclusive,1,291.29,8.11,"[291.69, 293.27, 289.96, 295.35, 292.11, 289.75, 295.21, 294.77, 293.1, 293.79, 293.92, 296.03, 292.4, 291.67, 286.67, 287.55, 287.43, 287.25, 287.47, 288.64, 291.18, 289.52, 288.87, 293.38]",0.0123,2025-07-31T21:39:29.139632
O003121,H03121,Otel.com,Suite,742.94,2228.82,748.88,3.25,0.143,6781.7,Non-refundable,False,False,"Late checkout, Free cancellation",3,751.45,187.24,"[746.22, 757.15, 762.69, 765.68, 765.45, 759.66, 743.36, 755.48, 765.26, 760.93, 752.21, 762.43, 765.04, 766.09, 758.6, 742.85, 741.4, 736.52, 726.5, 724.49, 723.9, 735.38, 754.51, 763.02]",0.0154,2025-07-31T21:39:29.139632
O003122,H03122,Lastminute.com,Double,341.21,2388.47,341.77,1.22,0.185,2051.7,Non-refundable,False,False,Pay at hotel,7,340.15,11.37,"[338.51, 337.78, 339.89, 338.3, 341.49, 342.59, 339.84, 343.04, 342.02, 341.47, 341.1, 336.99, 337.11, 337.93, 335.02, 335.04, 336.88, 337.76, 336.76, 340.48, 345.11, 345.86, 346.63, 346.07]",0.0062,2025-07-31T21:39:29.139632
